,Link,Ingredients,Instructions,Image
Kadai Paneer Recipe  Semi Dry  Gravy   Ways,https://www.vegrecipesofindia.com/kadai-paneer-recipe-kadai-paneer/,"['to  kashmiri red chilies', 'tablespoons coriander seeds', 'tablespoons oil', 'to   cup finely chopped onions    grams or  mediumsized', 'teaspoons gingergarlic paste', 'to  cups finely chopped tomatoes   grams or  to  mediumsized', 'to   cup thinly sliced capsicum or  large bell pepper', 'to  green chilies or  small serrano pepper  slit', 'cup water or add as required', 'teaspoon Garam Masala Powder', 'grams Paneer  cubed cottage cheese', 'teaspoon kasuri methi  crushed dried fenugreek leaves', 'tablespoons chopped coriander leaves cilantro leaves', 'inch ginger  julienne', 'salt as required', 'to  grams Paneer Indian cottage cheese', 'small to medium capsicum green bell pepper thinly sliced', 'inch ginger and  to  medium sized garlic crushed in a mortarpestle to a paste', 'to  green chilies  chopped', 'onions mediumsized or  grams onions finely chopped', 'tomatoes mediumsized or  to  grams tomatoes  tomatoes finely chopped and  tomatoes pureed in a blender', 'to  teaspoon Garam Masala Powder', 'tablespoon crushed kasuri methi dried fenugreek leaves', 'to  cup water or add as required', 'tablespoons cream  to  fat or  tablespoon heavy cream  optional', 'tablespoons butter or oil or ghee clarified butter', 'to   tablespoons chopped coriander leaves   for garnish', 'salt as required', 'teaspoons coriander seeds', 'to  kashmiri red chilies  for other variety of dry red chilies reduce to  to  depending on their heat pungency']","['In a grinder or mortarpestle take the coriander seeds and red chilies', 'Grind to a semi fine powder', 'In a kadai or frying pan heat oil Add finely chopped onions and saut them till they turn translucent', 'Then add gingergarlic paste Saute till the raw aroma of gingergarlic goes away', 'Now add the finely chopped tomatoes Saute tomatoes for  to  mins', 'Then add the ground kadai masala to the tomatoes', 'Saute the tomatoes till the whole mixture become like a paste and starts to leave oil', 'Now add the capsicum julienne Saute the capsicum for some  to  minutes', 'Then add green chiliesadd water', 'Mix very well and saute till the capsicum is half done', 'Then add salt and garam masala powder Mix these with the rest of the masala', 'Now add the paneer cubes Again mix very well', 'Lastly add kasuri methi ginger julienne and coriander leaves Mix again', 'Serve the kadai paneer hot with roti or naan', 'First roast the coriander and dry kashmiri red chilies in a pan on a low flame till aromatic', 'When the spices cool grind both of them in a grinder to a semi fine powder Keep aside', 'Finely chop the onions Julienne cut into very thin strips the capsciumgreen bell pepper', 'Finely chop  tomatoes Roughly chop  tomatoes and add them to the blender Make a puree of the tomatoes Keep the tomato puree aside', 'Crush the gingergarlic to a fine paste in a mortarpestle', 'In a pan heat butter or oil or ghee Then add the gingergarlic paste and saute till their raw aroma disappears', 'Then add the chopped onions and saute till transparent', 'Add the ground coriander and kashmiri red chilli powder that we made Also add green chiliesmix well', 'Then add the finely chopped tomatoes and saut till the tomatoes become pulpy and you see oil releasing from the sides of the tomato masala', 'Then add tomato puree', 'Stir well and continue to saute till you see oil leaving the sides About  to  mins on a low flame', 'Add the capsicumgreen bell pepper julienne Stir and simmer for  to  minutes on a low to medium flame', 'Add water and salt and continue to simmer for some  to  minutes', 'Later add crushed kasuri methi dry fenugreek leaves and garam masala powder and stir', 'Add paneer cubes or slices Stir gently Cook the paneer for about  to  minutes', 'You can also  tbsp of cream toward the end Just stir the cream gently in the gravy', 'Garnish with chopped coriander leaves and Serve Kadai Paneer Gravy with rotis naan steamed rice or jeera rice']",https://www.vegrecipesofindia.com/wp-content/uploads/2011/10/kadai-paneer-recipe.jpg
Pesarattu  Moong Dal Dosa,https://www.vegrecipesofindia.com/moong-dal-dosa-pesarattu-a-cripsy-dosa-made-from-moong-dal/,"['cup whole moong beans', 'tablespoons rice  optional', 'enough water  for soaking', 'to   cup  water  for blending', 'inch ginger  chopped or  teaspoon chopped ginger', 'green chilli chopped or  teaspoon chopped green chillies', 'tablespoons chopped coriander leaves cilantro', 'pinch asafoetida hing  optional', 'teaspoon cumin seeds', 'salt  as required', 'green chilli  finely chopped optional', 'to    cup  finely chopped onions', 'to  tablespoons finely chopped coriander leaves  optional', 'oil  or ghee as required', 'upma  as required optional', 'coconut chutney  as required', 'coriander chutney  as required', 'ginger chutney  as required']","['Firstly pick and rinse the moong beans and rice', 'Then soak the moong beans and rice for  to  hours or overnight in enough water', 'Drain and add the moong beans and rice together with ginger green chilies asafoetida cumin seeds coriander leaves and salt in a grinder jar', 'Add water and grind into a smooth batter', 'Remove the batter in a bowl or pan', 'The consistency should be similar to a regular dosa batter', 'On a griddle or flat pan spread a little oil or ghee with paper towels', 'With a ladle pour the pesarattu batter on the griddle and use the same spoon for spreading the batter into a round shape', 'Drizzle some oil on the sides and in the center of the pesarattu dosa', 'Sprinkle the finely chopped onions green chilies and coriander leaves', 'Press these with the spatula so that they get stuck to the batter which is getting cooked', 'Flip and cook both sides a couple of times till crisp and browned', 'Serve the moong dal dosa or pesarattu hot with upma and coconut chutney']",https://www.vegrecipesofindia.com/wp-content/uploads/2009/08/pesarattu-moong-dal-dosa.jpg
Easy No Yeast Pizza Dough Vegan,https://www.vegrecipesofindia.com/no-yeast-pizza-dough-recipe/,"['to  grams   cups all purpose flour', 'teaspoon salt', 'teaspoon sugar', 'tablespoons olive oil or any neutral tasting oil', 'cup   to  tablespoons water or add as required', 'teaspoon baking soda', 'teaspoon baking powder', 'tablespoon lemon juice or apple cider vinegar or white vinegar']","['In a mixing bowl or pan take  cups all purpose flour  grams flour  teaspoon salt  teaspoon sugar  teaspoon baking soda and  teaspoon baking powder', 'Mix very well', 'Add  tablespoons olive oil and tablespoon lemon juice', 'Add water in parts', 'Begin to mix and then knead the dough', 'Keep on kneading till you get a soft and smooth dough Add water in parts I added  cup  tablespoons water', 'You have to really knead very well Knead at least for  to  minutes', 'The dough should become elastic and stretchable Take a portion and stretch it The dough should not break', 'The pizza dough should not be sticky but tacky', 'Rub some olive oil all over the dough and keep covered in a bowl Allow the dough to leaven for  to  hours', 'Punch one of your fingers in the dough and the depression should give away', 'Again knead the dough lightly before using it If not using immediately then wrap the dough tightly in a cling film or an aluminium foil or keep it covered in a closed container in the fridge You can also freeze the pizza dough and it will stay good for a couple of months']",https://www.vegrecipesofindia.com/wp-content/uploads/2016/11/no-yeast-pizza-dough.jpg
Cold Coffee Cafe Style Recipe,https://www.vegrecipesofindia.com/cold-coffee-recipe-coffee-milkshake/,"['tablespoon instant coffee  powder or granules', 'cup warm water', 'to  tablespoon raw sugar or add as required', 'cups milk  cold or chilled', 'to  ice cubes or as needed  optional']","['In a blender take your instant coffee raw sugar add warm water', 'Blend for a minute or until the coffee solution becomes frothy and the brown color lightens a bit', 'Add  to  ice cubes For a thick cold coffee you can reduce the ice cubes from  to', 'Pour  cups cold milk', 'Whole milk gives a slightly thicker consistency and is richer You can opt to make the cold coffee with skimmed milk or lowfat milk If you decided to add either then reduce the  cup water to about  to  tablespoons', 'Blend for  to  minutes or until the milk is mixed evenly with the coffee concoction and you see a nice frothy layer on top', 'Pour in glasses and serve cold coffee The frothy top layer will settle into the beverage as it sits so its best to enjoy blended iced coffee right away']",https://www.vegrecipesofindia.com/wp-content/uploads/2021/04/cold-coffee-recipe-1.jpg
Schezwan Fried Rice,https://www.vegrecipesofindia.com/veg-schezwan-fried-rice-recipe/,"['cup basmati rice or long grained rice  grams', 'cups water', 'teaspoon salt', 'teaspoon oil  any neutral tasting oil', 'tablespoons toasted sesame oil or any neutral tasting oil', 'teaspoon finely chopped garlic or  to  small to medium garlic', 'or  spring onions scallions  finely chopped reserve the greens for garnishing', 'teaspoon finely chopped celery optional', 'to  french beans  finely chopped', 'to    cup finely chopped carrots or  mediumsized carrot', 'cup chopped cabbage', 'cup  chopped capsicum green bell pepper or  small capsicum', 'cups chopped button mushrooms  optional', 'tablespoons Schezwan Sauce or add as required', 'salt as required', 'teaspoon crushed black pepper or add as required', 'teaspoon rice vinegar or apple cider vinegar or white vinegar']","['Rinse rice very well till the water runs clear of starch Soak the rice in enough water for  minutes', 'Drain and keep aside', 'In a pot bring water to a gentle boil adding salt and oil', 'Add the soaked and drained rice to the hot water', 'On a low to medium flame cook the rice without the lid', 'When the rice becomes al dente or just cooked remove the pot from fire and strain the rice', 'Gently rinse the rice in water so that they stop cooking and dont stick to each other', 'Cover the rice and keep aside You can even cover and refrigerate the rice', 'Finely chop all the vegetables You can even shred the vegetables in a food processor', 'Heat oil in a wok Add garlic and saute for a  to  seconds', 'Add the onions celery and all the vegetables', 'Increase the flame and stir fry the vegetables on a high heat', 'More finely the vegetables are chopped more faster they will cook', 'Keep on stirring and tossing the vegetables on a high heat continuously So that they are equally browned and cooked', 'When the edges of the veggies starts to become light brown add schezwan sauce', 'Stir and then add the drained rice in parts Mix and toss the rice with the veggies gently', 'Season with salt pepper and vinegar Stir and toss well so that the sauce coats all the rice grains evenly', 'Garnish with the spring onions greens', 'Serve schezwan fried rice as it is or with a side of veg manchurian mushroom manchurian or gobi manchurian']",https://www.vegrecipesofindia.com/wp-content/uploads/2014/06/schezwan-fried-sauce.jpg
Eggless Pancakes Recipe  Whole Wheat Pancakes without Eggs,https://www.vegrecipesofindia.com/eggless-pancake-recipe/,"['cup  levelled whole wheat flour', 'pinch  salt', 'teaspoon  levelled baking powder', 'teaspoon  cinnamon powder', 'teaspoons  sugar', 'cups  milk or add as required', 'tablespoon  unsalted butter or oil', 'tablespoons unsalted butter  or oil add as required for cooking pancakes']","['In a mixing bowl first take  cup whole wheat flour If the wheat flour is ground in a mill then do sieve the flour once or twice before using', 'Add  pinch salt Skip adding salt if using salted butter', 'Add  teaspoons sugar You can even add  to  teaspoons sugar or skip it entirely', 'Add  teaspoon baking powder and teaspoon cinnamon powder', 'With a wired whisk mix all the dry ingredients very well Keep aside', 'Take  cups milk in a sauce pan Keep the pan on a low to mediumlow flame and begin to heat milk You can also use almond milk or soy milk', 'When the milk is becoming hot do stir occasionally Do not boil the milk but let it just become hot You should see some steam coming from the milk', 'When the milk becomes hot add  tablespoon unsalted butter You can also use oil instead of butter Use a neutral flavored oil', 'Mix the butter in the hot milk very well', 'Then add this mixture to the dry ingredients in the bowlwith a wired whisk mix very well', 'Break lumps with whisk and make a smooth batter A few tiny lumps are fine in the batter', 'The pancake batter is of a pourable consistency and not thick If the batter looks thick then you can add  to  cup more of hot milk Depending on quality of whole wheat flour more milk can be added', 'Keep the pancake batter aside', 'Then heat a heavy tawagriddle or pan Spread  to  teaspoon unsalted butter or oil on the tawa', 'With a ladle gently pour the batter Do not spread the batter with the ladle The batter spreads on its own You can even use a  to  measuring cup to pour the pancake batter', 'On a mediumlow flame cook the pancake', 'Cook it till you see bubbles forming on the surface', 'When the base becomes crisp and golden gently turn over pancake', 'Cook the second side also till golden Then remove and serve', 'You can even stack these pancakes in a casserole or roti basket and then serve warm Make all eggless pancakes this way', 'Serve these fluffy whole wheat pancakes with fresh fruits or jam or whipped cream or maple syrup or honey or chocolate syrup']",https://www.vegrecipesofindia.com/wp-content/uploads/2018/01/eggless-pancake-recipe.jpg
kosambari recipe  kosambari salad recipe  moong dal kosambari,https://www.vegrecipesofindia.com/kosambari-recipe-moong-dal-kosambari/,"['cup moong dal', 'enough water for soaking moong dal', 'cups finely chopped cucumber', 'tablespoons grated coconut', 'green chili chopped', 'tablespoons chopped coriander leaves', 'teaspoon lemon juice or add as required', 'salt as required', 'teaspoons oil', 'teaspoon mustard seeds rai', 'pinch asafoetida hing', 'to  curry leaves kadi patta  chopped or kept whole']","['Firstly rinse  cup moong lentils a couple of times in water Then soak the lentils for  to  hours If in a hurry then you can soak moong lentils in hot water for  minutes', 'Later drain all the water very well and add the soaked moong lentils in a bowl', 'Add  finely chopped cucumber  tablespoons fresh grated coconut  tablespoons coriander leaves and  green chili chopped Instead of green chilies you can use black pepper powder', 'Squeeze some lemon juice You can add lemon juice less or more as per your requirements', 'Mix everything very well', 'Heat  teaspoon oil in a small pan and then add  teaspoon mustard seeds Let the mustard seeds crackle Keep the flame to a low You can also add red chili in the tempering', 'Once the mustard seeds crackle add  to  curry leaves and a pinch of asafoetida Stir and then switch off the flame', 'Pour the tempering mixture in the salad Mix very well If making for family you can refrigerate the salad and then serve later Add salt before serving as if added earlier the cucumber releases water', 'Add salt as required Mix very well', 'Serve kosambari salad as a side salad with your meals']",https://www.vegrecipesofindia.com/wp-content/uploads/2017/04/kosambari-recipe.jpg
baby potato recipe with green peas  dry aloo matar sabji,https://www.vegrecipesofindia.com/dry-aloo-matar-recipe/,"['to  baby potatoes or  medium sized potatoes aloo', 'cup fresh or frozen peas matar', 'teaspoon cumin seeds', 'teaspoon red chili powder or add as required', 'teaspoon coriander powder', 'teaspoon cumin powder', 'teaspoon dry mango powder amchur', 'teaspoon chaat masala powder', 'teaspoon Garam Masala Powder', 'green chili  chopped can also add  green chilies', 'inch ginger  chopped', 'tablespoons oil', 'rock salt edible and food grade or black salt or salt as required']","['Wash the baby potatoes thoroughly Keep their skin intact Chop them into two', 'Rinse the green peas as well Also chop the green chilies and ginger Keep aside', 'Heat oil in a pan Fry the cumin seeds first Then add the potatoes and peas and stir Saute for  to  minutes', 'Add chopped green chili  ginger and stir for a minute', 'Now add red chili powder cumin powder and coriander powder Stir again for a minute Now add    to  cup water', 'Cover tightly and simmer the veggies for  minutes or till done', 'In between do check The water may dry depending on the size of your pan', 'If the water dries up then add some more water About  or    cup', 'Once the potatoes and peas are cooked and the mixture is totally dry', 'Then finally add salt dry mango powder amchur powder and garam masala powder', 'Mix well and the add chaat masala powder', 'Garnish the sabji with chopped coriander leaves', 'While serving dry aloo mutter sabzi serve with lime wedges if you prefer', 'This Dry Aloo matar ki sabji will go well with rotis parathas or as a side dish with dal rice combo or kadhirice combo']",https://www.vegrecipesofindia.com/wp-content/uploads/2012/09/dry-aloo-matar.jpg
hara bhara kabab,https://www.vegrecipesofindia.com/hara-bhara-kabab/,"['cups fresh spinach leaves or  grams', 'to  cups water for blanching', 'to  cups cold water', 'medium large potatoes or  to  grams', 'cup green peas or  grams  fresh or frozen', 'cups  water for pressure cooking', 'tablespoons besan gram flour or add as required', 'green chilli', 'to   inches ginger  roughly chopped adjust as per your spice requirements', 'teaspoon chaat masala powder', 'teaspoon amchur powder dry mango powder', 'teaspoon Garam Masala Powder', 'salt as required', 'cashew halves  optional', 'to  tablespoons oil for pan frying the kabab add as required']","['Boil water and then switch off the flame Keep rinsed spinach in hot water for  minutes Remove and keep the leaves in cold water for  minute', 'Finely chop the spinach and keep aside', 'Roast besan gram flour in a small pan till it becomes aromatic and changes its color Dont over roast or darken the gram flour', 'Steam or boil the potatoes and peas in a pressure cooker or pan pressure cooker details mentioned below in the step wise pics', 'Crush chopped ginger and green chillies in a mortarpestle to a paste', 'In a bowl take the chopped spinach Grate the boiled potatoes in the bowl Add the peas  greenchili paste', 'Mash the kabab mixture with a potato masher or with a wooden spoon', 'Add all the dry spice powders roasted gram flour and salt Mix the kabab mixture very well', 'Shape into round patties and pan fry till crisp and golden', 'Serve hara bhara kabab hot with coriander chutney or mint chutney or tomato ketchup']",https://www.vegrecipesofindia.com/wp-content/uploads/2013/01/hara-bhara-kabab-2.jpg
orange squash recipe how to make orange squash  orange drink,https://www.vegrecipesofindia.com/orange-squash-recipe/,"['to  kg oranges  yields  to  cups orange juice', 'kg organic unrefined cane sugar or regular sugar', 'litre water', 'to  tablespoons lemon juice or  teaspoon citric acid', 'teaspoon potassium metabisulphite', 'to  pinch saffron kesar  optional']","['First begin making the sugar syrup', 'Dissolve the sugar in water in a large saucepan or pot', 'Add lemon juice and stir Let the sugar solution come to a boil', 'Lower the flame and simmer for  to  minutes till the sugar solution thickens a bit', 'You dont need any thread consistency', 'Just a slightly thick and sticky flowing sugar solution', 'Remove from the pan and let the solution become warm', 'Filter the sugar solution to remove the impurities', 'Let the sugar solution cool at room temperature', 'Crush saffron threads and add them to the warm sugar solution This is an optional step', 'Whilst the sugar solution is cooling you sterilize the bottles and start making the orange juice', 'In a large pot bring enough water to a boil so that your canning jar or bottle gets completely immersed in it', 'Place the glass jar in it and its lid separately in the hot water', 'Continue to boil for further  to  minutes', 'With the help of canning tongs or regular clean tongs remove the jar and the lid and keep aside', 'Next peel and chop the oranges', 'In a blender add  or  of the oranges or as much as the capacity of your blender is Keep on pulsing for some seconds till the oranges have been crushed very well', 'Then strain the orange juice through a juice strainer', 'Press the pulp with a spoon so that all the juice is strained away', 'Add the strained orange juice to the sugar syrup and stir', 'We need to add the orange juice immediately so that it does not become bitter', 'Now work again juicing the oranges in batches and then adding them to the sugar syrup', 'You can also use an electric juicer to juice the oranges', 'Take  cup of the orange squash in a cup or bowl', 'Stir in the potassium metabisulphite very well so that it is completely dissolved in the water', 'Add this preservative solution to the orange squashstir again very well', 'Pour the orange squash in the sterilized jars or bottles', 'Close tightly with its lid and let is stay for some hours about  hours outside at room temperature', 'Later refrigerate the orange squash jars or bottles', 'Let the orange squash sit for some days about  to  days or a week in the fridge and then you servethe flavors improve after some days', 'Shake the jar or bottle before you use the orange squash', 'For serving stir  to  part of the orange squash with  or  parts of cold water or regular water', 'Add ice cubes if required and you can garnish with mint leaves or lemon slices', 'Serve the orange drink immediately']",https://www.vegrecipesofindia.com/wp-content/uploads/2014/01/orange-squash-recipe15.jpg
Paneer Butter Masala,https://www.vegrecipesofindia.com/paneer-butter-masala/,"['to  whole cashews', 'cup hot water for soaking cashews', 'cups diced tomatoes or  grams tomatoes or  to  medium size  pureed', 'inch ginger', 'to  medium sized garlic cloves', 'tablespoons butter or  tablespoon oil   or  tablespoons butter', 'tej patta Indian bay leaf  optional', 'to  teaspoon kashmiri red chili powder or deghi mirch or  to  teaspoon cayenne pepper or paprika', 'cups water or add as required', 'inch ginger  julienned reserve a few for garnish', 'or  green chili  slit reserve a few for garnish', 'to  grams Paneer Indian cottage cheese  cubed or diced', 'teaspoon kasuri methi dry fenugreek leaves  optional', 'to  teaspoon garam masala or tandoori masala', 'to  tablespoons lowfat cream or half  half or  to  tablespoons heavy cream  optional', 'to  teaspoon sugar  optional add as required depending on the sourness of the tomatoes', 'salt as required', 'to  tablespoons chopped coriander leaves cilantro   optional', 'a few ginger julienne', 'tablespoon low fat cream or  tablespoon heavy cream  optional', 'to  teaspoons butter   optional']","['Soak cashews in a hot water for  to  minutes When the cashews are soaking you can prep the other ingredients like chopping tomatoes preparing gingergarlic paste slicing paneer etc', 'Then drain and add the soaked cashews in a blender or mixergrinder', 'Add  to  tablespoons water and blend to a smooth paste without any tiny bits or pieces of cashews', 'In the same blender add the roughly chopped tomatoes No need to blanch the tomatoes before blending', 'Blend to a smooth tomato puree Keep aside Dont add any water while blending the tomatoes', 'Melt butter in a pan on a low flame Add tej patta and fry for  to  seconds or till the oil become fragrant', 'Add gingergarlic paste and saut for some seconds till the raw aroma disappears', 'Add the tomato puree and stir well Cook for  to  minutes Then add kashmiri red chili powder and stir again Continue to saut till the oil starts to leave the sides of the tomato paste The tomato paste will thicken considerably and will start coming together as one whole lump', 'Then add cashew paste and stir well Saut the cashew paste for a few minutes till the oil begins to leave the sides of the masala paste', 'The cashew paste will begin to cook fast Approx  to  minutes on a low flame So keep stirring nonstop', 'Add water and mix very well Simmer on a low flame', 'The curry will come to a boil', 'After  to  minutes of boiling add ginger julienne Reserve a few for garnishing The curry will also begin to thicken', 'Add julienned ginger and green chillies salt and sugar and simmer till the curry begins to thicken', 'After  to  minutes add slit green chilliesalso add salt as per taste and  to  teaspoon sugar optional', 'You can vary the sugar quantity from  tsp to  teaspoon or more depending on the sourness of the tomatoes Sugar is optional and you can skip it too If you add cream then you will need to add less sugar', 'Mix very well and simmer for a minute', 'After the gravy thickens to your desired consistency then add the paneer cubes and stir gentlyi keep the gravy to a medium consistency', 'After that add crushed kasuri methi dry fenugreek leaves garam masala and cream Gently mix and then switch off the flame', 'Garnish it with coriander leaves and ginger julienne', 'You can even dot the gravy with some butter or drizzle some cream', 'Serve paneer butter masala hot with plain naan garlic naan roti paratha or steamed basmati or jeera rice or even peas pulao', 'Side accompaniments can be an onioncucumber salad or some pickle Also serve some lemon wedges by the side']",https://www.vegrecipesofindia.com/wp-content/uploads/2020/01/paneer-butter-masala-1.jpg
Gobi Manchurian   Ways Cauliflower Manchurian Dry and Gravy,https://www.vegrecipesofindia.com/gobi-manchurian-dry-recipe/,"['medium cauliflower', 'cup all purpose flour', 'tablespoon corn starch or corn flour', 'teaspoon black pepper powder', 'to  teaspoon kashmiri red chilli powder or deghi mirch add about  teaspoon to get a good color but this will also increase the heat a bit', 'teaspoon soy sauce', 'cup   tablespoon water or as required', 'to  tablespoon oil for pan frying', 'cup chopped spring onion scallion whites  reserve the greens for garnish', 'cup finely chopped capsicum green bell pepper', 'inch ginger finely chopped or  teaspoon finely chopped ginger', 'to  medium garlic finely chopped or  teaspoon finely chopped garlic', 'green chilies finely chopped or  teaspoon finely chopped green chilies', 'tablespoon finely chopped celery optional', 'tablespoon light soy sauce or  to  tablespoon soy sauce you can also add as per your taste', 'tablespoon tomato ketchup or add as required', 'teaspoon rice vinegar or  teaspoon white vinegar or apple cider vinegar', 'to  teaspoon black pepper powder', 'salt as required', 'medium gobi cauliflower or  grams or  cups chopped cauliflower', 'hot water as required  for blanching', 'cup whole wheat flour', 'tablespoons corn flour corn starch', 'teaspoon GingerGarlic Paste or  teaspoon minced gingergarlic', 'teaspoon red chilli powder', 'teaspoon black pepper powder', 'teaspoon  soy sauce', 'salt as required', 'cup water or add as required', 'tablespoons oil', 'tablespoon corn flour  corn starch', 'tablespoons  water', 'tablespoon finely chopped ginger', 'tablespoon finely chopped garlic', 'to  teaspoon finely chopped green chilies', 'cup chopped spring onions or  small to medium spring onions chopped', 'teaspoon chopped celery optional', 'tablespoons  tomato ketchup', 'tablespoon soy sauce or add as per your taste', 'tablespoon green chili sauce or red chili sauce', 'teaspoon black pepper powder', 'cups water or add as required', 'teaspoon sugar or add as required', 'teaspoon rice vinegar or regular white vinegar or mirin or rice wine', 'salt as required', 'tablespoons  chopped spring onions']","['Firstly chop or break the gobi cauliflower in medium size florets', 'Heat water with salt and boil it Rinse the cauliflower florets and add them to the hot water', 'Let them get blanched in the water for  to  minutes Later drain and keep aside', 'In a bowl mix together the ingredients for making the batter  all purpose flour corn starch soy sauce black pepper kashmiri red chili powder and salt', 'Add water and whisk to make a smooth batter without any lumps', 'Dip each cauliflower floret in the batter', 'Fry the batter coated cauliflower florets in hot oil I have pan fried and added about  tbsp oil Later I have not added any oil while stir frying the spring onions etc', 'You can also deep fry or shallow fry I have fried in batches of three So depending on the size of your pan you can fry at once or in batches The frying takes some time', 'When one side gets cooked and crisp turn over each cauliflower florets and pan fry the uncooked sides', 'Flip for a couple of times more so that the cauliflower florets are evenly fried and light golden', 'Drain the fried cauliflower florets on a kitchen paper towel Fry all the cauliflower florets this way in batches', 'No need to add any oil again In the same pan add chopped ginger garlic and green chilies Saut for some seconds till the raw aroma of ginger and garlic go away', 'Then add the chopped spring onions  capsicum Add chopped celery if using Increase the flame and stir fry till the capsicum is half cooked or almost cooked', 'Add soy sauce tomato ketchup black pepper and salt Stir', 'Add the pan fried cauliflower florets', 'Mix very well ensuring that the spiced sauce coats the fried cauliflower florets well', 'Lastly add vinegar and stir well Switch off the flame Check the taste and add more of soy sauce or tomato ketchup as per your taste', 'Mix in the chopped spring onions greens or garnish with them while serving cauliflower manchurian', 'Serve Dry Gobi Manchurian as a snack or as a side dish with veg fried rice or mushroom fried rice or veg hakka noodles or veg noodles', 'Firstly chop or break  grams or  medium sized gobi or cauliflower in medium sized florets You will need  cups chopped cauliflower florets Rinse them very well', 'Then in a bowl add enough hot boiling water', 'Add the gobi to the hot water Let them get blanched in the water for about  minutes Later drain all the water and keep the blanched gobi aside', 'When the gobi is blanching you can prep the remaining ingredients like chopping ginger  garlic chopping spring onions and getting the sauces ready', 'In a bowl take  cup whole wheat flour atta  tablespoons corn flour or corn starch  teaspoon gingergarlic paste  teaspoon red chili powder  teaspoon  black pepper powder and  teaspoon soy sauce Also add salt as required', 'Add   cup waterwhisk to a smooth batter', 'Add the gobi florets in the batter There should be no water in the gobi florets So drain them well of all the water before adding them in the battermix well', 'Heat  tablespoons oil in a pan or wok or kadai', 'When the oil becomes medium hot coat the cauliflower florets well with the batter and add them in hot oil Fry in batches You can even deep fry cauliflower', 'Fry the batter coated cauliflower florets in hot oil on medium flame', 'When one side becomes light golden and lightly crisp then turn over each cauliflower floret Make sure the oil is hot or else while frying the florets may start to stick to each other due to the cornflour They will also absorb more oil if the oil is not hot', 'Turn them over a couple of times and fry till they are crisp and golden', 'Remove the fried cauliflower florets with a slotted spoon and keep them on kitchen paper towels Continue to fry the cauliflower florets in batches this way', 'When the cauliflower florets are frying you can mix  tablespoon corn flour corn starch with  tablespoons water and place aside', 'In the same pan there will be some oil So no need to add more oil Add only if all oil has been used up while frying gobi Add  tablespoon finely chopped ginger  tablespoon finely chopped garlic and  to  teaspoon finely chopped green chilies', 'Then add  cup chopped spring onions and  tsp finely chopped celery optional Celery can be skipped if you do not have it', 'Stir fry on a medium flame till the onions turn translucent', 'When the onions turn translucent then add  tablespoons tomato ketchup', 'Add tablespoon chili sauce green or red You can use either red chili sauce or green chili sauce', 'Add  tablespoon soy saucemix well Now add  cups watermix again', 'Add  tsp black pepper powderstir and let this mixture come to a boil', 'Now stir the corn flour paste as the corn flour settles down at the bottom and add the paste in the pan', 'As soon as you add corn starch paste mix very well so that no lumps are formed', 'Simmer for few minutes till the sauce thickens and the corn flour gets cooked Its raw taste should go away', 'Now add the fried gobi Mix thecauliflower manchurian gravy well', 'Season with salt as per taste Do keep in mind that the tomato ketchup soy sauce and chilli sauce already has salt in them So add less salt', 'Add  teaspoon sugar or add as required', 'Add  teaspoon rice vinegar or regular vinegar to the gravy Mix well', 'Switch off the flame and add  tablespoons chopped spring onion greens Mix again', 'Serve the chinese gobi manchurian gravy hot garnished with a bit of spring onion greens hot with steamed rice veg fried rice or hakka noodles You can also serve it with chapati parathas or bread']",https://www.vegrecipesofindia.com/wp-content/uploads/2014/08/cauliflower-manchurian-recipe.jpg
